st,sch_name,ncessch,lea_name,leaid,lcity,lzip,mcity,mzip,national_school_lunch_program,total_students,nslp_direct_certification,frl_eligible,gslo,gshi
VA,Bath County High,510033000139,Bath County Public Schools,5100330,Hot Springs,24445,Hot Springs,24445,Yes under Community Eligibility Option (CEO),183,141,141,8th Grade,12th Grade
OH,Bath Digital Academy,390457606099,Bath Local,3904576,Lima,45801,Lima,45801,No,16,,,8th Grade,12th Grade
NC,Bath Elementary,370033000091,Beaufort County Schools,3700330,Bath,27808,Bath,27808,Yes participating without using any Provision or the CEO,512,,509,Kindergarten,8th Grade
OH,Bath Elementary School,390457602334,Bath Local,3904576,Lima,45801,Lima,45801,Yes participating without using any Provision or the CEO,766,,407,Prekindergarten,5th Grade
OH,Bath Elementary School,390500503815,Revere Local,3905005,Akron,44333,Akron,44333,Yes participating without using any Provision or the CEO,639,,60,3rd Grade,5th Grade
OH,Bath High School,390457602335,Bath Local,3904576,Lima,45801,Lima,45801,Yes participating without using any Provision or the CEO,433,,161,9th Grade,12th Grade
OH,Bath Middle School,390457602336,Bath Local,3904576,Lima,45801,Lima,45801,Yes participating without using any Provision or the CEO,410,,187,6th Grade,8th Grade
NH,Bath Village School,330171000016,Bath School District,3301710,Bath,03740,Bath,03740,Yes participating without using any Provision or the CEO,47,,11,Kindergarten,6th Grade
NC,Baton Elementary,370058000221,Caldwell County Schools,3700580,Granite Falls,28630,Granite Falls,28630,Yes participating without using any Provision or the CEO,347,,344,Prekindergarten,5th Grade
NV,Batterman Kathy L ES,320006000654,Clark County,3200060,Las Vegas,89148,Las Vegas,89148,Yes under Community Eligibility Option (CEO),657,235,657,Prekindergarten,5th Grade
SC,Battery Creek High,450111000149,Beaufort 01,4501110,Beaufort,29906,Beaufort,29906,Yes participating without using any Provision or the CEO,829,529,596,9th Grade,12th Grade
NY,BATTERY PARK CITY SCHOOL,360007706158,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,3600077,NEW YORK,10011,NEW YORK,10011,,803,,171,Prekindergarten,8th Grade
OK,BATTIEST ES,400366000112,BATTIEST,4003660,Broken Bow,74728,Battiest,74722,Yes participating without using any Provision or the CEO,158,95,123,Prekindergarten,8th Grade
OK,BATTIEST HS,400366029703,BATTIEST,4003660,Broken Bow,74728,Battiest,74722,Yes participating without using any Provision or the CEO,67,29,44,9th Grade,12th Grade
TN,Battle Academy for Teaching and Learning,470159001787,Hamilton County,4701590,Chattanooga,37408,Chattanooga,37408,Yes under Community Eligibility Option (CEO),518,213,,Prekindergarten,5th Grade
NV,Battle Born Academy,320000100975,State Sponsored Charter Schools,3200001,Las Vegas,89030,Las Vegas,89030,Yes participating without using any Provision or the CEO,267,62,246,Kindergarten,7th Grade
NV,Battle Born Youth Challenge Academy,320012000969,Elko,3200120,Carlin,89822,Carlin,89822,No,39,,,9th Grade,12th Grade
NE,BATTLE CREEK ELEMENTARY SCHOOL,310354000054,BATTLE CREEK PUBLIC SCHOOLS,3103540,BATTLE CREEK,68715,BATTLE CREEK,68715,Yes participating without using any Provision or the CEO,280,,71,Prekindergarten,6th Grade
OR,Battle Creek Elementary School,411082001819,Salem-Keizer SD 24J,4110820,Salem,97306,Salem,97306,Yes under Community Eligibility Option (CEO),442,158,297,Kindergarten,5th Grade
TN,Battle Creek Elementary School,470276002596,Maury County,4702760,Spring Hill,37174,Spring Hill,37174,Yes participating without using any Provision or the CEO,631,79,,Kindergarten,4th Grade
NE,BATTLE CREEK HIGH SCHOOL,310354000055,BATTLE CREEK PUBLIC SCHOOLS,3103540,BATTLE CREEK,68715,BATTLE CREEK,68715,Yes participating without using any Provision or the CEO,266,,65,7th Grade,12th Grade
TN,Battle Creek Middle School,470276002598,Maury County,4702760,Spring Hill,37174,Spring Hill,37174,Yes participating without using any Provision or the CEO,727,70,,5th Grade,8th Grade
WA,Battle Ground High School,530038000049,Battle Ground School District,5300380,BATTLE GROUND,98604,BATTLE GROUND,98604,Yes participating without using any Provision or the CEO,1752,535,643,9th Grade,12th Grade
WA,Battle Ground Virtual Academy,530038003918,Battle Ground School District,5300380,Battle Ground,98604,Battle Ground,98604,No,211,95,101,Kindergarten,12th Grade
NJ,Battle Hill Elementary,341650005748,Township of Union School District,3416500,UNION,07083,UNION,07083,Yes participating without using any Provision or the CEO,424,,154,Prekindergarten,4th Grade
NJ,Battle Monument Intermediate School,341629003232,Trenton Public School District,3416290,TRENTON,08618,TRENTON,08618,Yes under Community Eligibility Option (CEO),490,,343,4th Grade,6th Grade
NV,Battle Mountain Elementary School,320024000165,Lander,3200240,Battle Mountain,89820,Battle Mountain,89820,Yes participating without using any Provision or the CEO,438,135,205,Prekindergarten,4th Grade
NV,Battle Mountain High School,320024000163,Lander,3200240,Battle Mountain,89820,Battle Mountain,89820,Yes participating without using any Provision or the CEO,308,86,123,9th Grade,12th Grade
VA,Battlefield Elementary,510364001584,Spotsylvania County Public Schools,5103640,Fredericksburg,22407,Fredericksburg,22407,Yes under Community Eligibility Option (CEO),668,482,482,Prekindergarten,5th Grade
VA,Battlefield High,510313002457,Prince William County Public Schools,5103130,Haymarket,20169,Haymarket,20169,Yes participating without using any Provision or the CEO,2137,242,286,9th Grade,12th Grade
VA,Battlefield Middle,510364001585,Spotsylvania County Public Schools,5103640,Fredericksburg,22407,Fredericksburg,22407,Yes under Community Eligibility Option (CEO),765,550,550,6th Grade,8th Grade
VA,Battlefield Park Elementary,510183000764,Hanover County Public Schools,5101830,Mechanicsville,23111,Mechanicsville,23111,Yes participating without using any Provision or the CEO,368,81,85,Prekindergarten,5th Grade
NC,Battleground Elementary,370268001108,Lincoln County Schools,3702680,Lincolnton,28092,Lincolnton,28092,Yes participating without using any Provision or the CEO,419,,416,Prekindergarten,5th Grade
TX,BATY EL,481662006091,DEL VALLE ISD,4816620,AUSTIN,78741,AUSTIN,78741,Yes under Community Eligibility Option (CEO),510,,498,Prekindergarten,5th Grade
NC,Baucom Elementary,370472001834,Wake County Schools,3704720,Apex,27502,Apex,27502,Yes participating without using any Provision or the CEO,560,,143,Prekindergarten,5th Grade
OH,Bauer Elementary School,390443901309,Miamisburg City,3904439,Dayton,45449,Dayton,45449,Yes participating without using any Provision or the CEO,368,,209,Kindergarten,5th Grade
TN,Baxter Primary,470348002475,Putnam County,4703480,Baxter,38544,Baxter,38544,Yes under Community Eligibility Option (CEO),352,188,,Prekindergarten,1st Grade
TX,BAY CITY H S,480963000412,BAY CITY ISD,4809630,BAY CITY,77414,BAY CITY,77414,Yes under Community Eligibility Option (CEO),1034,,750,9th Grade,12th Grade
TX,BAY CITY J H,480963000413,BAY CITY ISD,4809630,BAY CITY,77414,BAY CITY,77414,Yes under Community Eligibility Option (CEO),770,,572,6th Grade,8th Grade
TX,BAY COLONY EL,481707008569,DICKINSON ISD,4817070,DICKINSON,77539,DICKINSON,77539,Yes participating without using any Provision or the CEO,531,,320,Prekindergarten,3rd Grade
TX,BAY EL,481428000902,CLEAR CREEK ISD,4814280,SEABROOK,77568,SEABROOK,77586,Yes participating without using any Provision or the CEO,616,,272,Prekindergarten,5th Grade
NY,BAY ELEMENTARY SCHOOL,362247003160,PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT,3622470,PATCHOGUE,11772,PATCHOGUE,11772,Yes participating without using any Provision or the CEO,419,,188,Kindergarten,5th Grade
WI,Bay Harbor Elementary,550663002709,Howard-Suamico School District,5506630,Suamico,54173,Suamico,54173,Yes participating without using any Provision or the CEO,347,,71,Prekindergarten,4th Grade
NJ,Bay Head Elementary,340123004568,Bay Head Borough School District,3401230,BAY HEAD,08742,BAY HEAD,08742,No,120,,,Kindergarten,8th Grade
NE,BAY HIGH FOCUS PROGRAM,317284002443,LINCOLN PUBLIC SCHOOLS,3172840,LINCOLN,68503,LINCOLN,68503,No,0,,,9th Grade,12th Grade
OH,Bay High School,390435400115,Bay Village City,3904354,Bay Village,44140,Bay Village,44140,Yes participating without using any Provision or the CEO,759,,66,9th Grade,12th Grade
WI,Bay Lane Elementary,551017001336,Muskego-Norway School District,5510170,Muskego,53150,Muskego,53150,Yes participating without using any Provision or the CEO,904,,103,Prekindergarten,4th Grade
OH,Bay Middle School,390435400116,Bay Village City,3904354,Bay Village,44140,Bay Village,44140,Yes participating without using any Provision or the CEO,701,,71,5th Grade,8th Grade
WI,Bay Port High,550663000716,Howard-Suamico School District,5506630,Green Bay,54313,Green Bay,54313,Yes participating without using any Provision or the CEO,1951,,406,9th Grade,12th Grade
SC,Bay Road Elementary,450186001750,Darlington 01,4501860,Hartsville,29550,Hartsville,29550,Yes under Community Eligibility Option (CEO),553,432,553,Prekindergarten,5th Grade
NY,BAY SHORE MIDDLE SCHOOL,360408000165,BAY SHORE UNION FREE SCHOOL DISTRICT,3604080,BAY SHORE,11706,BAY SHORE,11706,Yes under Community Eligibility Option (CEO),1269,,725,6th Grade,8th Grade
NY,BAY SHORE SENIOR HIGH SCHOOL,360408000166,BAY SHORE UNION FREE SCHOOL DISTRICT,3604080,BAY SHORE,11706,BAY SHORE,11706,Yes under Community Eligibility Option (CEO),1893,,1053,9th Grade,12th Grade
NY,BAY TRAIL MIDDLE SCHOOL,362271003191,PENFIELD CENTRAL SCHOOL DISTRICT,3622710,PENFIELD,14526,PENFIELD,14526,Yes participating without using any Provision or the CEO,1104,,241,6th Grade,8th Grade
WI,Bay View,550582000612,Green Bay Area Public School District,5505820,Green Bay,54301,Green Bay,54301,No,18,,,Prekindergarten,12th Grade
VA,Bay View Elementary,510267001081,Norfolk City Public Schools,5102670,Norfolk,23503,Norfolk,23503,Yes under Community Eligibility Option (CEO),502,499,502,Prekindergarten,5th Grade
WA,Bay View Elementary,530078000689,Burlington-Edison School District,5300780,BURLINGTON,98233,BURLINGTON,98233,Yes under Community Eligibility Option (CEO),406,157,215,Kindergarten,8th Grade
WI,Bay View High,550960001127,Milwaukee School District,5509600,Milwaukee,53207,Milwaukee,53207,Yes under Community Eligibility Option (CEO),956,,810,9th Grade,12th Grade
WI,Bay View Middle,550663000717,Howard-Suamico School District,5506630,Green Bay,54313,Green Bay,54313,Yes participating without using any Provision or the CEO,844,,200,7th Grade,8th Grade
WI,Bay View Montessori School,550960002911,Milwaukee School District,5509600,Milwaukee,53207,Milwaukee,53207,Yes under Community Eligibility Option (CEO),484,,184,Prekindergarten,8th Grade
NM,BAYARD ELEMENTARY,350060000225,COBRE,3500600,BAYARD,88023,BAYARD,88023,Yes under Community Eligibility Option (CEO),163,93,163,Prekindergarten,5th Grade
NE,BAYARD ELEMENTARY SCHOOL,310009000056,BAYARD PUBLIC SCHOOLS,3100090,BAYARD,69334,BAYARD,69334,Yes under Community Eligibility Option (CEO),177,127,,Prekindergarten,6th Grade
NE,BAYARD SECONDARY SCHOOL,310009000057,BAYARD PUBLIC SCHOOLS,3100090,BAYARD,69334,BAYARD,69334,Yes under Community Eligibility Option (CEO),158,114,,7th Grade,12th Grade
NJ,Bayberry School,341719005316,Watchung Borough School District,3417190,Watchung,07069,Watchung,07069,No,398,,,Prekindergarten,4th Grade
NY,BAYCHESTER ACADEMY,360008806144,NEW YORK CITY GEOGRAPHIC DISTRICT #11,3600088,BRONX,10466,BRONX,10466,Yes under Community Eligibility Option (CEO),331,,271,Prekindergarten,5th Grade
NY,BAYCHESTER MIDDLE SCHOOL,360008806249,NEW YORK CITY GEOGRAPHIC DISTRICT #11,3600088,BRONX,10466,BRONX,10466,,284,,260,6th Grade,8th Grade
WI,Bayfield Elementary,550090000120,Bayfield School District,5500900,Bayfield,54814,Bayfield,54814,Yes under Community Eligibility Option (CEO),197,,137,Prekindergarten,5th Grade
WI,Bayfield High,550090000121,Bayfield School District,5500900,Bayfield,54814,Bayfield,54814,Yes under Community Eligibility Option (CEO),114,,65,9th Grade,12th Grade
WI,Bayfield Middle,550090000082,Bayfield School District,5500900,Bayfield,54814,Bayfield,54814,Yes under Community Eligibility Option (CEO),93,,73,6th Grade,8th Grade
TX,BAYLES EL,481623001212,DALLAS ISD,4816230,DALLAS,75228,DALLAS,75228,Yes under Community Eligibility Option (CEO),404,,397,Prekindergarten,5th Grade
TX,BAYLESS EL,482850010906,LUBBOCK ISD,4828500,LUBBOCK,79412,LUBBOCK,79412,Yes under Community Eligibility Option (CEO),465,,433,Prekindergarten,5th Grade
MO,BAYLESS ELEMENTARY,290450000043,BAYLESS,2904500,ST LOUIS,63123,ST LOUIS,63123,Yes participating without using any Provision or the CEO,858,244,448,Prekindergarten,5th Grade
MO,BAYLESS JUNIOR HIGH,290450000715,BAYLESS,2904500,ST LOUIS,63123,ST LOUIS,63123,Yes participating without using any Provision or the CEO,408,94,245,6th Grade,8th Grade
MO,BAYLESS SENIOR HIGH,290450000044,BAYLESS,2904500,ST LOUIS,63123,ST LOUIS,63123,Yes participating without using any Provision or the CEO,570,132,318,9th Grade,12th Grade
NY,BAYLIS ELEMENTARY SCHOOL,362856003836,SYOSSET CENTRAL SCHOOL DISTRICT,3628560,PLAINVIEW,11803,PLAINVIEW,11803,Yes participating without using any Provision or the CEO,422,,61,Kindergarten,5th Grade
TX,BAYLOR COLLEGE OF MEDICINE ACADEMY AT RYAN,482364012992,HOUSTON ISD,4823640,HOUSTON,77004,HOUSTON,77004,Yes under Community Eligibility Option (CEO),313,,237,6th Grade,8th Grade
TX,BAYLOR COLLEGE OF MEDICINE BIOTECH ACADEMY AT RUSK,482364002574,HOUSTON ISD,4823640,HOUSTON,77003,HOUSTON,77003,Yes under Community Eligibility Option (CEO),350,,265,6th Grade,8th Grade
NJ,Bayonne Academy,340757003233,Hudson County Schools of Technology School District,3407570,Bayonne,07094,Secaucus,07094,No,0,,,9th Grade,12th Grade
NJ,Bayonne Alternative High School,340126003447,Bayonne School District,3401260,Bayonne,07002,Bayonne,07002,No,166,,76,9th Grade,12th Grade
NJ,Bayonne High School,340126002704,Bayonne School District,3401260,BAYONNE,07002,BAYONNE,07002,Yes participating without using any Provision or the CEO,2832,,1707,9th Grade,12th Grade
NY,BAYPORT-BLUE POINT HIGH SCHOOL,360411000173,BAYPORT-BLUE POINT UNION FREE SCHOOL DISTRICT,3604110,BAYPORT,11705,BAYPORT,11705,Yes participating without using any Provision or the CEO,636,,118,9th Grade,12th Grade
TX,BAYSHORE EL,482619002954,LA PORTE ISD,4826190,LA PORTE,77571,LA PORTE,77571,Yes participating without using any Provision or the CEO,378,,241,Kindergarten,5th Grade
NJ,Bayshore Middle School,341011003980,Middletown Township Public School District,3410110,LEONARDO,07737,LEONARDO,07737,Yes participating without using any Provision or the CEO,541,,78,6th Grade,8th Grade
VA,Bayside 6th Grade Campus,510384002979,Virginia Beach City Public Schools,5103840,Virginia Beach,23462,Virginia Beach,23462,Yes under Community Eligibility Option (CEO),316,291,291,6th Grade,6th Grade
VA,Bayside Elementary,510384001674,Virginia Beach City Public Schools,5103840,Virginia Beach,23455,Virginia Beach,23455,Yes under Community Eligibility Option (CEO),500,497,504,Prekindergarten,5th Grade
VA,Bayside High,510384001675,Virginia Beach City Public Schools,5103840,Virginia Beach,23455,Virginia Beach,23455,Yes under Community Eligibility Option (CEO),1990,1589,1589,9th Grade,12th Grade
NY,BAYSIDE HIGH SCHOOL,360009901917,NEW YORK CITY GEOGRAPHIC DISTRICT #26,3600099,BAYSIDE,11361,BAYSIDE,11361,,3010,,2240,9th Grade,12th Grade
TX,BAYSIDE INT,481428012409,CLEAR CREEK ISD,4814280,LEAGUE CITY,77573,LEAGUE CITY,77573,Yes participating without using any Provision or the CEO,947,,270,6th Grade,8th Grade
WI,Bayside Middle,550480000517,Fox Point J2 School District,5504800,Milwaukee,53217,Milwaukee,53217,Yes participating without using any Provision or the CEO,341,,36,5th Grade,8th Grade
VA,Bayside Middle,510384001676,Virginia Beach City Public Schools,5103840,Virginia Beach,23462,Virginia Beach,23462,Yes under Community Eligibility Option (CEO),702,663,663,6th Grade,8th Grade
TX,BAYTOWN J H,482115002107,GOOSE CREEK CISD,4821150,BAYTOWN,77520,BAYTOWN,77522,Yes participating without using any Provision or the CEO,711,,611,6th Grade,8th Grade
NY,BAYVIEW AVENUE SCHOOL,361155000910,FREEPORT UNION FREE SCHOOL DISTRICT,3611550,FREEPORT,11520,FREEPORT,11520,Yes under Community Eligibility Option (CEO),511,,333,Kindergarten,4th Grade
NJ,Bayview Elementary School,341011003986,Middletown Township Public School District,3410110,BELFORD,07718,BELFORD,07718,Yes participating without using any Provision or the CEO,337,,45,Kindergarten,5th Grade
NY,BAYVIEW ELEMENTARY SCHOOL,363069004125,WEST ISLIP UNION FREE SCHOOL DISTRICT,3630690,WEST ISLIP,11795,WEST ISLIP,11795,Yes participating without using any Provision or the CEO,426,,47,Prekindergarten,5th Grade
NJ,Bayville Elementary School,340156004574,Berkeley Township School District,3401560,BAYVILLE,08721,BAYVILLE,08721,Yes participating without using any Provision or the CEO,511,,182,Prekindergarten,4th Grade
NY,BAYVILLE INTERMEDIATE SCHOOL,361770006644,LOCUST VALLEY CENTRAL SCHOOL DISTRICT,3617700,BAYVILLE,11709,BAYVILLE,11709,Yes participating without using any Provision or the CEO,174,,37,3rd Grade,5th Grade
NY,BAYVILLE PRIMARY,361770001590,LOCUST VALLEY CENTRAL SCHOOL DISTRICT,3617700,BAYVILLE,11709,BAYVILLE,11709,Yes participating without using any Provision or the CEO,184,,29,Prekindergarten,2nd Grade
OH,BCS Online School,390436206195,Bexley City,3904362,Bexley,43209,Columbus,43203,No,1,,,4th Grade,4th Grade
